ac_id,us_id,epic_id,squad,owner_role,estimate_points,phase_primary,phase_secondary,priority,moscow,release,requirement_type,nfr_metric,nfr_target,depends_on_epics,depends_on_us,depends_on_acs,test_layer_required,min_automated_tests,framework_tags,control_clause_ids,requirement_statement,objective,preconditions,verification_procedure,expected_result,edge_cases,suggested_tc_primary,suggested_tc_negative,automation_hints,architecture_refs
AC-DG-01-009-03,US-DG-01-009,EPIC-DG-01,platform-runtime,platform_engineer,3,L4,L5/L12,P0,Must,MVP,Functional,,,,,,integration,1,,,Event stream excludes `SECRET`-classified state (Architecture §20.3).,Verify AC-DG-01-009-03: Event stream excludes `SECRET`-classified state (Architecture §20.3).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-01.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-01-009-03,TC-DG-01-009-03.2,"pytest marker @pytest.mark.req(""AC-DG-01-009-03"") or Xray/TestRail key == AC-DG-01-009-03",Architecture §20.3
AC-DG-01-010-01,US-DG-01-010,EPIC-DG-01,platform-runtime,platform_engineer,5,L4,L5/L12,P1,Should,MVP,Functional,,,,,,integration,1,,,"Resume uses same `thread_id = scan_id` and does not duplicate findings on reducer merge (Architecture §4.6, §31.1).","Verify AC-DG-01-010-01: Resume uses same `thread_id = scan_id` and does not duplicate findings on reducer merge (Architecture §4.6, §31.1).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-01.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-01-010-01,TC-DG-01-010-01.2,"pytest marker @pytest.mark.req(""AC-DG-01-010-01"") or Xray/TestRail key == AC-DG-01-010-01","Architecture §4.6, §31.1"
AC-DG-01-010-02,US-DG-01-010,EPIC-DG-01,platform-runtime,platform_engineer,5,L4,L5/L12,P1,Should,MVP,Functional,,,,,,integration,1,,,Resume is rejected or no-op when scan already terminal unless explicit product policy for `FAILED` retry (document behaviour).,Verify AC-DG-01-010-02: Resume is rejected or no-op when scan already terminal unless explicit product policy for `FAILED` retry (document behaviour).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces. | 4. Execute negative path and assert stable error_code with no side effects.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-01.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-01-010-02,TC-DG-01-010-02.2,"pytest marker @pytest.mark.req(""AC-DG-01-010-02"") or Xray/TestRail key == AC-DG-01-010-02",Architecture_Design.md (see product spec)
AC-DG-01-010-03,US-DG-01-010,EPIC-DG-01,platform-runtime,platform_engineer,5,L4,L5/L12,P1,Should,MVP,Functional,,,EPIC-DG-11,,,integration,1,,,"Resume path audited with `resumed_at`, `worker_instance_id` if available (observability alignment EPIC-DG-11).","Verify AC-DG-01-010-03: Resume path audited with `resumed_at`, `worker_instance_id` if available (observability alignment EPIC-DG-11).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-01.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-01-010-03,TC-DG-01-010-03.2,"pytest marker @pytest.mark.req(""AC-DG-01-010-03"") or Xray/TestRail key == AC-DG-01-010-03",Architecture_Design.md (see product spec)
AC-DG-01-011-01,US-DG-01-011,EPIC-DG-01,platform-runtime,platform_engineer,3,L4,L5/L12,P1,Should,MVP,Functional,,,,,,integration,1,,,`ScanJobMessage` accepts `priority` integer; worker ordering respects documented algorithm (Architecture §30.1).,Verify AC-DG-01-011-01: `ScanJobMessage` accepts `priority` integer; worker ordering respects documented algorithm (Architecture §30.1).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-01.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-01-011-01,TC-DG-01-011-01.2,"pytest marker @pytest.mark.req(""AC-DG-01-011-01"") or Xray/TestRail key == AC-DG-01-011-01",Architecture §30.1
AC-DG-01-011-02,US-DG-01-011,EPIC-DG-01,platform-runtime,platform_engineer,4,L4,L5/L12,P1,Should,Hardening,NFR,service_level_objective,TBD,,,,integration,1,,,Starvation test: low-priority jobs still start within configured max wait under load (NFR; document SLO).,Verify AC-DG-01-011-02: Starvation test: low-priority jobs still start within configured max wait under load (NFR; document SLO).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-01.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-01-011-02,TC-DG-01-011-02.2,"pytest marker @pytest.mark.req(""AC-DG-01-011-02"") or Xray/TestRail key == AC-DG-01-011-02",Architecture_Design.md (see product spec)
AC-DG-01-011-03,US-DG-01-011,EPIC-DG-01,platform-runtime,platform_engineer,3,L4,L5/L12,P0,Must,MVP,Functional,,,,,,integration,1,,,Abuse of priority requires `admin` tenant flag or plan tier (product guard).,Verify AC-DG-01-011-03: Abuse of priority requires `admin` tenant flag or plan tier (product guard).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-01.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-01-011-03,TC-DG-01-011-03.2,"pytest marker @pytest.mark.req(""AC-DG-01-011-03"") or Xray/TestRail key == AC-DG-01-011-03",Architecture_Design.md (see product spec)
AC-DG-01-012-01,US-DG-01-012,EPIC-DG-01,platform-runtime,platform_engineer,3,L4,L5/L12,P1,Should,MVP,Functional,,,,,,integration,1,,,Compiled graph reused for all scans in process; feature flags read at compile or documented refresh boundary (Architecture §31.1).,Verify AC-DG-01-012-01: Compiled graph reused for all scans in process; feature flags read at compile or documented refresh boundary (Architecture §31.1).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-01.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-01-012-01,TC-DG-01-012-01.2,"pytest marker @pytest.mark.req(""AC-DG-01-012-01"") or Xray/TestRail key == AC-DG-01-012-01",Architecture §31.1
AC-DG-01-012-02,US-DG-01-012,EPIC-DG-01,platform-runtime,platform_engineer,3,L4,L5/L12,P1,Should,MVP,Functional,,,,,,integration,1,,,Hot reload of graph requires worker restart in production (documented); dev may auto-reload (Architecture §34).,Verify AC-DG-01-012-02: Hot reload of graph requires worker restart in production (documented); dev may auto-reload (Architecture §34).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-01.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-01-012-02,TC-DG-01-012-02.2,"pytest marker @pytest.mark.req(""AC-DG-01-012-02"") or Xray/TestRail key == AC-DG-01-012-02",Architecture §34
AC-DG-14-001-01,US-DG-14-001,EPIC-DG-14,frontend,frontend_engineer,3,L3,L4/L5,P1,Should,MVP,Functional,,,,,,bdd+integration,1,,,"CSS variables (or Tailwind theme) map to **semantic tokens** in `reference.md` §1 (`surface.page`, `surface.card`, `text.primary`, `brand.primary` `#4f46e5` light, `#818cf8` dark, etc.); no raw hex in components except token definitions.","Verify AC-DG-14-001-01: CSS variables (or Tailwind theme) map to **semantic tokens** in `reference.md` §1 (`surface.page`, `surface.card`, `text.primary`, `brand.primary` `#4f46e5` light, `#818cf8` dark, etc.); no raw hex in components except t…",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-14.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-14-001-01,TC-DG-14-001-01.2,"pytest marker @pytest.mark.req(""AC-DG-14-001-01"") or Xray/TestRail key == AC-DG-14-001-01",Architecture_Design.md (see product spec)
AC-DG-14-001-02,US-DG-14-001,EPIC-DG-14,frontend,frontend_engineer,3,L3,L4/L5,P1,Should,MVP,Functional,,,,,,bdd+integration,1,,,**One primary** button per viewport (style guide §6); destructive actions use **destructive** variant + confirm modal.,Verify AC-DG-14-001-02: **One primary** button per viewport (style guide §6); destructive actions use **destructive** variant + confirm modal.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-14.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-14-001-02,TC-DG-14-001-02.2,"pytest marker @pytest.mark.req(""AC-DG-14-001-02"") or Xray/TestRail key == AC-DG-14-001-02",Architecture_Design.md (see product spec)
AC-DG-14-001-03,US-DG-14-001,EPIC-DG-14,frontend,frontend_engineer,3,L3,L4/L5,P0,Must,MVP,Functional,,,,,,bdd+integration,1,,,"Sidebar order matches style guide: logo, tenant, **Scans**, then **disabled/placeholder** entries (Findings, Policies, Reports) with tooltip “Not available in API yet” until EPIC-12 ships.","Verify AC-DG-14-001-03: Sidebar order matches style guide: logo, tenant, **Scans**, then **disabled/placeholder** entries (Findings, Policies, Reports) with tooltip “Not available in API yet” until EPIC-12 ships.",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-14.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-14-001-03,TC-DG-14-001-03.2,"pytest marker @pytest.mark.req(""AC-DG-14-001-03"") or Xray/TestRail key == AC-DG-14-001-03",Architecture_Design.md (see product spec)
AC-DG-14-001-04,US-DG-14-001,EPIC-DG-14,frontend,frontend_engineer,3,L3,L4/L5,P1,Should,MVP,Functional,,,,,,bdd+integration,1,,,"Footer shows app **version** + **environment** pill (`surface.subtle`, `text.muted`).","Verify AC-DG-14-001-04: Footer shows app **version** + **environment** pill (`surface.subtle`, `text.muted`).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-14.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-14-001-04,TC-DG-14-001-04.2,"pytest marker @pytest.mark.req(""AC-DG-14-001-04"") or Xray/TestRail key == AC-DG-14-001-04",Architecture_Design.md (see product spec)
AC-DG-14-002-01,US-DG-14-002,EPIC-DG-14,frontend,frontend_engineer,3,L3,L4/L5,P0,Must,MVP,Functional,,,,,,bdd+integration,1,,,**Test connection** calls `GET /v1/healthz` (no auth); success shows **toast** “Saved” / “Connected” per `reference.md` §3.1.,Verify AC-DG-14-002-01: **Test connection** calls `GET /v1/healthz` (no auth); success shows **toast** “Saved” / “Connected” per `reference.md` §3.1.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-14.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-14-002-01,TC-DG-14-002-01.2,"pytest marker @pytest.mark.req(""AC-DG-14-002-01"") or Xray/TestRail key == AC-DG-14-002-01",Architecture_Design.md (see product spec)
AC-DG-14-002-02,US-DG-14-002,EPIC-DG-14,frontend,frontend_engineer,2,L3,L4/L5,P0,Must,Post-MVP,Functional,,,,,,bdd+integration,1,,,All authenticated requests send **`X-API-Key`** header; optional toggle to send **`Authorization: Bearer`** instead (mutually exclusive).,Verify AC-DG-14-002-02: All authenticated requests send **`X-API-Key`** header; optional toggle to send **`Authorization: Bearer`** instead (mutually exclusive).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-14.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states. Feature-disabled path yields explicit skip/no-op behaviour.,TC-DG-14-002-02,TC-DG-14-002-02.2,"pytest marker @pytest.mark.req(""AC-DG-14-002-02"") or Xray/TestRail key == AC-DG-14-002-02",Architecture_Design.md (see product spec)
AC-DG-14-002-03,US-DG-14-002,EPIC-DG-14,frontend,frontend_engineer,3,L3,L4/L5,P1,Should,MVP,Functional,,,,,,bdd+integration,1,,,"On **401**, show **inline alert** (`status.error.bg`, `role=""alert""`) with copy deck error “You don’t have access” variant where applicable.","Verify AC-DG-14-002-03: On **401**, show **inline alert** (`status.error.bg`, `role=""alert""`) with copy deck error “You don’t have access” variant where applicable.",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-14.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-14-002-03,TC-DG-14-002-03.2,"pytest marker @pytest.mark.req(""AC-DG-14-002-03"") or Xray/TestRail key == AC-DG-14-002-03",Architecture_Design.md (see product spec)
AC-DG-14-003-01,US-DG-14-003,EPIC-DG-14,frontend,frontend_engineer,3,L3,L4/L5,P1,Should,MVP,Functional,,,,,,bdd+integration,1,,,**Refresh** triggers `GET /v1/healthz`; loading state uses **skeleton** or spinner on card only (no global success toast on poll — style guide §11).,Verify AC-DG-14-003-01: **Refresh** triggers `GET /v1/healthz`; loading state uses **skeleton** or spinner on card only (no global success toast on poll — style guide §11).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-14.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-14-003-01,TC-DG-14-003-01.2,"pytest marker @pytest.mark.req(""AC-DG-14-003-01"") or Xray/TestRail key == AC-DG-14-003-01",Architecture_Design.md (see product spec)
AC-DG-14-003-02,US-DG-14-003,EPIC-DG-14,frontend,frontend_engineer,3,L3,L4/L5,P1,Should,MVP,Functional,,,,,,bdd+integration,1,,,"If health fails, **sticky error toast** until dismissed (`reference.md` §3.2).","Verify AC-DG-14-003-02: If health fails, **sticky error toast** until dismissed (`reference.md` §3.2).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-14.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-14-003-02,TC-DG-14-003-02.2,"pytest marker @pytest.mark.req(""AC-DG-14-003-02"") or Xray/TestRail key == AC-DG-14-003-02",Architecture_Design.md (see product spec)
AC-DG-14-004-01,US-DG-14-004,EPIC-DG-14,frontend,frontend_engineer,3,L3,L4/L5,P1,Should,MVP,Functional,,,,,,bdd+integration,1,,,Client-side validation mirrors **Pydantic** rules: at least one layer; cloud requires repo and/or profiles; code/IaC requires repo; `policy_ids` min 1; **archive** requires `storage_uri` `s3://` and no `url` (see `RepoSpec` in `packages/core`).,Verify AC-DG-14-004-01: Client-side validation mirrors **Pydantic** rules: at least one layer; cloud requires repo and/or profiles; code/IaC requires repo; `policy_ids` min 1; **archive** requires `storage_uri` `s3://` and no `url` (see `RepoSp…,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-14.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-14-004-01,TC-DG-14-004-01.2,"pytest marker @pytest.mark.req(""AC-DG-14-004-01"") or Xray/TestRail key == AC-DG-14-004-01",Architecture_Design.md (see product spec)
AC-DG-14-004-02,US-DG-14-004,EPIC-DG-14,frontend,frontend_engineer,3,L3,L4/L5,P1,Should,MVP,Functional,,,,US-DG-14-008,,bdd+integration,1,,,Successful **201** → **toast** “Scan queued” (`reference.md` §3.1) + navigate to **Scan detail** + append `scan_id` to **recent scans** (US-DG-14-008).,Verify AC-DG-14-004-02: Successful **201** → **toast** “Scan queued” (`reference.md` §3.1) + navigate to **Scan detail** + append `scan_id` to **recent scans** (US-DG-14-008).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-14.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-14-004-02,TC-DG-14-004-02.2,"pytest marker @pytest.mark.req(""AC-DG-14-004-02"") or Xray/TestRail key == AC-DG-14-004-02",Architecture_Design.md (see product spec)
AC-DG-14-004-03,US-DG-14-004,EPIC-DG-14,frontend,frontend_engineer,3,L3,L4/L5,P1,Should,MVP,Functional,,,,,,bdd+integration,1,,,"**422** maps field errors to **inline** `role=""alert""` per field (style guide §8).","Verify AC-DG-14-004-03: **422** maps field errors to **inline** `role=""alert""` per field (style guide §8).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-14.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-14-004-03,TC-DG-14-004-03.2,"pytest marker @pytest.mark.req(""AC-DG-14-004-03"") or Xray/TestRail key == AC-DG-14-004-03",Architecture_Design.md (see product spec)
AC-DG-14-005-01,US-DG-14-005,EPIC-DG-14,frontend,frontend_engineer,3,L3,L4/L5,P1,Should,MVP,Functional,,,,,,bdd+integration,1,,,"On **503** with `REPO_UPLOAD_S3_UNCONFIGURED`, show **inline alert** + link to docs (`.env.example` S3 vars); do not crash.","Verify AC-DG-14-005-01: On **503** with `REPO_UPLOAD_S3_UNCONFIGURED`, show **inline alert** + link to docs (`.env.example` S3 vars); do not crash.",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-14.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-14-005-01,TC-DG-14-005-01.2,"pytest marker @pytest.mark.req(""AC-DG-14-005-01"") or Xray/TestRail key == AC-DG-14-005-01",Architecture_Design.md (see product spec)
AC-DG-14-005-02,US-DG-14-005,EPIC-DG-14,frontend,frontend_engineer,3,L3,L4/L5,P1,Should,MVP,Functional,,,,,,bdd+integration,1,,,"On success, **auto-fill** `storage_uri` on create-scan form (`sentence case` labels).","Verify AC-DG-14-005-02: On success, **auto-fill** `storage_uri` on create-scan form (`sentence case` labels).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-14.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-14-005-02,TC-DG-14-005-02.2,"pytest marker @pytest.mark.req(""AC-DG-14-005-02"") or Xray/TestRail key == AC-DG-14-005-02",Architecture_Design.md (see product spec)
AC-DG-14-005-03,US-DG-14-005,EPIC-DG-14,frontend,frontend_engineer,2,L3,L4/L5,P2,Could,Post-MVP,Functional,,,,,,bdd+integration,1,,,PUT uses **`upload_headers`** from API response; CORS failures show error deck “Something went wrong” with optional **request id** if exposed by future middleware.,Verify AC-DG-14-005-03: PUT uses **`upload_headers`** from API response; CORS failures show error deck “Something went wrong” with optional **request id** if exposed by future middleware.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-14.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states. Feature-disabled path yields explicit skip/no-op behaviour.,TC-DG-14-005-03,TC-DG-14-005-03.2,"pytest marker @pytest.mark.req(""AC-DG-14-005-03"") or Xray/TestRail key == AC-DG-14-005-03",Architecture_Design.md (see product spec)
AC-DG-14-006-01,US-DG-14-006,EPIC-DG-14,frontend,frontend_engineer,3,L3,L4/L5,P1,Should,MVP,Functional,,,,,,bdd+integration,1,,,Poll every **5s** with **backoff when tab hidden** (EPIC-12 AC pattern); **no toast** on each successful poll.,Verify AC-DG-14-006-01: Poll every **5s** with **backoff when tab hidden** (EPIC-12 AC pattern); **no toast** on each successful poll.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-14.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-14-006-01,TC-DG-14-006-01.2,"pytest marker @pytest.mark.req(""AC-DG-14-006-01"") or Xray/TestRail key == AC-DG-14-006-01",Architecture_Design.md (see product spec)
AC-DG-14-006-02,US-DG-14-006,EPIC-DG-14,frontend,frontend_engineer,3,L3,L4/L5,P1,Should,MVP,Functional,,,,,,bdd+integration,1,,,**404** → dedicated empty state card (“Scan not found”) + link back to Scans hub.,Verify AC-DG-14-006-02: **404** → dedicated empty state card (“Scan not found”) + link back to Scans hub.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-14.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-14-006-02,TC-DG-14-006-02.2,"pytest marker @pytest.mark.req(""AC-DG-14-006-02"") or Xray/TestRail key == AC-DG-14-006-02",Architecture_Design.md (see product spec)
AC-DG-14-006-03,US-DG-14-006,EPIC-DG-14,frontend,frontend_engineer,3,L3,L4/L5,P0,Must,MVP,Functional,,,,,,bdd+integration,1,,,`job_config` viewer is **read-only**; expand/collapse with **accessible** button (`aria-expanded`).,Verify AC-DG-14-006-03: `job_config` viewer is **read-only**; expand/collapse with **accessible** button (`aria-expanded`).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-14.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-14-006-03,TC-DG-14-006-03.2,"pytest marker @pytest.mark.req(""AC-DG-14-006-03"") or Xray/TestRail key == AC-DG-14-006-03",Architecture_Design.md (see product spec)
AC-DG-14-007-01,US-DG-14-007,EPIC-DG-14,frontend,frontend_engineer,3,L3,L4/L5,P1,Should,MVP,Functional,,,,,,bdd+integration,1,,,**202** response → **toast** success + refresh row; **404** → error toast + message body.,Verify AC-DG-14-007-01: **202** response → **toast** success + refresh row; **404** → error toast + message body.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-14.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-14-007-01,TC-DG-14-007-01.2,"pytest marker @pytest.mark.req(""AC-DG-14-007-01"") or Xray/TestRail key == AC-DG-14-007-01",Architecture_Design.md (see product spec)
