ac_id,us_id,epic_id,squad,requirement_statement,objective,preconditions,verification_procedure,expected_result,edge_cases,suggested_tc_primary,suggested_tc_negative,automation_hints,architecture_refs
AC-DG-03-009-03,US-DG-03-009,EPIC-DG-03,identity-tenancy,CORS rules restrict console origin per tenant deployment config.,Verify the behaviour described in AC-DG-03-009-03: CORS rules restrict console origin per tenant deployment config.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-03.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-03-009-03,TC-DG-03-009-03.2,"pytest marker @pytest.mark.req(""AC-DG-03-009-03"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-03-010-01,US-DG-03-010,EPIC-DG-03,identity-tenancy,Service account creation requires `admin`; token lists show prefix + created_at only (never full secret twice).,Verify the behaviour described in AC-DG-03-010-01: Service account creation requires `admin`; token lists show prefix + created_at only (never full secret twice).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-03.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-03-010-01,TC-DG-03-010-01.2,"pytest marker @pytest.mark.req(""AC-DG-03-010-01"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-03-010-02,US-DG-03-010,EPIC-DG-03,identity-tenancy,Token revocation is immediate for new requests; in-flight scan policy documented.,Verify the behaviour described in AC-DG-03-010-02: Token revocation is immediate for new requests; in-flight scan policy documented.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-03.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-03-010-02,TC-DG-03-010-02.2,"pytest marker @pytest.mark.req(""AC-DG-03-010-02"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-03-010-03,US-DG-03-010,EPIC-DG-03,identity-tenancy,Tokens are hashed at rest; compare using constant-time compare.,Verify the behaviour described in AC-DG-03-010-03: Tokens are hashed at rest; compare using constant-time compare.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-03.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-03-010-03,TC-DG-03-010-03.2,"pytest marker @pytest.mark.req(""AC-DG-03-010-03"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-04-001-01,US-DG-04-001,EPIC-DG-04,ingestion-codeintel,Supports HTTPS/SSH clone paths documented for GitHub/GitLab/Gitee/Bitbucket (Architecture §11.1; Business doc §4).,Verify the behaviour described in AC-DG-04-001-01: Supports HTTPS/SSH clone paths documented for GitHub/GitLab/Gitee/Bitbucket (Architecture §11.1; Business doc §4).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-04-001-01,TC-DG-04-001-01.2,"pytest marker @pytest.mark.req(""AC-DG-04-001-01"") or Xray/TestRail key == ac_id",Architecture §11.1; Business doc §4
AC-DG-04-001-02,US-DG-04-001,EPIC-DG-04,ingestion-codeintel,`REPO_CLONE_DEPTH` default applied unless overridden by allowed job config (Architecture §27.2).,Verify the behaviour described in AC-DG-04-001-02: `REPO_CLONE_DEPTH` default applied unless overridden by allowed job config (Architecture §27.2).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-04-001-02,TC-DG-04-001-02.2,"pytest marker @pytest.mark.req(""AC-DG-04-001-02"") or Xray/TestRail key == ac_id",Architecture §27.2
AC-DG-04-001-03,US-DG-04-001,EPIC-DG-04,ingestion-codeintel,"On success, `repo_local_path` and `repo_metadata` populated in `ScanState` (Architecture §4.2, §5.4).","Verify the behaviour described in AC-DG-04-001-03: On success, `repo_local_path` and `repo_metadata` populated in `ScanState` (Architecture §4.2, §5.4).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-04-001-03,TC-DG-04-001-03.2,"pytest marker @pytest.mark.req(""AC-DG-04-001-03"") or Xray/TestRail key == ac_id","Architecture §4.2, §5.4"
AC-DG-04-002-01,US-DG-04-002,EPIC-DG-04,ingestion-codeintel,"`REPO_MAX_BYTES` soft cap enforced with clear `ScanAbortError` / `error_code` (Architecture §27.2, §19.1).","Verify the behaviour described in AC-DG-04-002-01: `REPO_MAX_BYTES` soft cap enforced with clear `ScanAbortError` / `error_code` (Architecture §27.2, §19.1).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-04-002-01,TC-DG-04-002-01.2,"pytest marker @pytest.mark.req(""AC-DG-04-002-01"") or Xray/TestRail key == ac_id","Architecture §27.2, §19.1"
AC-DG-04-002-02,US-DG-04-002,EPIC-DG-04,ingestion-codeintel,ZIP/tarball uploads respect max compressed size policy (2GB in Architecture §11.1).,Verify the behaviour described in AC-DG-04-002-02: ZIP/tarball uploads respect max compressed size policy (2GB in Architecture §11.1).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-04-002-02,TC-DG-04-002-02.2,"pytest marker @pytest.mark.req(""AC-DG-04-002-02"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-04-003-01,US-DG-04-003,EPIC-DG-04,ingestion-codeintel,Object key layout `…/scans/{scan_id}/repo.tar.zst` (or equivalent) per §32.1.,Verify the behaviour described in AC-DG-04-003-01: Object key layout `…/scans/{scan_id}/repo.tar.zst` (or equivalent) per §32.1.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-04-003-01,TC-DG-04-003-01.2,"pytest marker @pytest.mark.req(""AC-DG-04-003-01"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-04-003-02,US-DG-04-003,EPIC-DG-04,ingestion-codeintel,"Default deletion of repo archive 24h after `COMPLETE` unless tenant override `retention_repo_archive_hours` (Architecture §32.2, §24.1).","Verify the behaviour described in AC-DG-04-003-02: Default deletion of repo archive 24h after `COMPLETE` unless tenant override `retention_repo_archive_hours` (Architecture §32.2, §24.1).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-04-003-02,TC-DG-04-003-02.2,"pytest marker @pytest.mark.req(""AC-DG-04-003-02"") or Xray/TestRail key == ac_id","Architecture §32.2, §24.1"
AC-DG-04-004-01,US-DG-04-004,EPIC-DG-04,ingestion-codeintel,Cloud credentials resolved via Calypso pattern with ≤15m TTL; secrets never persisted in `ScanState` (Architecture §20.1).,Verify the behaviour described in AC-DG-04-004-01: Cloud credentials resolved via Calypso pattern with ≤15m TTL; secrets never persisted in `ScanState` (Architecture §20.1).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-04-004-01,TC-DG-04-004-01.2,"pytest marker @pytest.mark.req(""AC-DG-04-004-01"") or Xray/TestRail key == ac_id",Architecture §20.1
AC-DG-04-004-02,US-DG-04-004,EPIC-DG-04,ingestion-codeintel,"`cloud_snapshots` map keyed by `profile_id` stored as artifact refs when large (Architecture §5.3, §23.1 Q4).","Verify the behaviour described in AC-DG-04-004-02: `cloud_snapshots` map keyed by `profile_id` stored as artifact refs when large (Architecture §5.3, §23.1 Q4).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption. | Feature disabled path: behaviour is explicit no-op or skip with user-visible reason.,TC-DG-04-004-02,TC-DG-04-004-02.2,"pytest marker @pytest.mark.req(""AC-DG-04-004-02"") or Xray/TestRail key == ac_id","Architecture §5.3, §23.1 Q4"
AC-DG-04-005-01,US-DG-04-005,EPIC-DG-04,ingestion-codeintel,IaC-only path accepts Terraform plan JSON / templates per ingestion table (Architecture §11.1).,Verify the behaviour described in AC-DG-04-005-01: IaC-only path accepts Terraform plan JSON / templates per ingestion table (Architecture §11.1).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-04-005-01,TC-DG-04-005-01.2,"pytest marker @pytest.mark.req(""AC-DG-04-005-01"") or Xray/TestRail key == ac_id",Architecture §11.1
AC-DG-04-005-02,US-DG-04-005,EPIC-DG-04,ingestion-codeintel,Cloud-only path permitted when `repo` absent but `cloud_profiles` present and `scan_layers.cloud=true` (Architecture §28.4).,Verify the behaviour described in AC-DG-04-005-02: Cloud-only path permitted when `repo` absent but `cloud_profiles` present and `scan_layers.cloud=true` (Architecture §28.4).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption. | Feature disabled path: behaviour is explicit no-op or skip with user-visible reason.,TC-DG-04-005-02,TC-DG-04-005-02.2,"pytest marker @pytest.mark.req(""AC-DG-04-005-02"") or Xray/TestRail key == ac_id",Architecture §28.4
AC-DG-04-006-01,US-DG-04-006,EPIC-DG-04,ingestion-codeintel,SSH key or PAT never logged or persisted in `job_config` plaintext; only `connector_credential_ref` style refs (Architecture §20.1).,Verify the behaviour described in AC-DG-04-006-01: SSH key or PAT never logged or persisted in `job_config` plaintext; only `connector_credential_ref` style refs (Architecture §20.1).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-04-006-01,TC-DG-04-006-01.2,"pytest marker @pytest.mark.req(""AC-DG-04-006-01"") or Xray/TestRail key == ac_id",Architecture §20.1
AC-DG-04-006-02,US-DG-04-006,EPIC-DG-04,ingestion-codeintel,Clone failure surfaces `error_code` distinguishing auth vs network vs missing ref.,Verify the behaviour described in AC-DG-04-006-02: Clone failure surfaces `error_code` distinguishing auth vs network vs missing ref.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-04-006-02,TC-DG-04-006-02.2,"pytest marker @pytest.mark.req(""AC-DG-04-006-02"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-04-006-03,US-DG-04-006,EPIC-DG-04,ingestion-codeintel,Known-hosts or strict host key policy configurable for enterprise Git (document default).,Verify the behaviour described in AC-DG-04-006-03: Known-hosts or strict host key policy configurable for enterprise Git (document default).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-04-006-03,TC-DG-04-006-03.2,"pytest marker @pytest.mark.req(""AC-DG-04-006-03"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-04-007-01,US-DG-04-007,EPIC-DG-04,ingestion-codeintel,"When `sub_path` set, Hermes stages only that subtree; path normalisation blocks `../` escape.","Verify the behaviour described in AC-DG-04-007-01: When `sub_path` set, Hermes stages only that subtree; path normalisation blocks `../` escape.",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption. | Feature disabled path: behaviour is explicit no-op or skip with user-visible reason.,TC-DG-04-007-01,TC-DG-04-007-01.2,"pytest marker @pytest.mark.req(""AC-DG-04-007-01"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-04-007-02,US-DG-04-007,EPIC-DG-04,ingestion-codeintel,Argus indexing honours same root for embeddings and tools (EPIC-DG-06).,Verify the behaviour described in AC-DG-04-007-02: Argus indexing honours same root for embeddings and tools (EPIC-DG-06).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-04-007-02,TC-DG-04-007-02.2,"pytest marker @pytest.mark.req(""AC-DG-04-007-02"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-04-007-03,US-DG-04-007,EPIC-DG-04,ingestion-codeintel,Report metadata records `sub_path` for audit (EPIC-DG-10).,Verify the behaviour described in AC-DG-04-007-03: Report metadata records `sub_path` for audit (EPIC-DG-10).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-04-007-03,TC-DG-04-007-03.2,"pytest marker @pytest.mark.req(""AC-DG-04-007-03"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-04-008-01,US-DG-04-008,EPIC-DG-04,ingestion-codeintel,"Multipart or pre-signed PUT flow documented; max size aligns `REPO_MAX_BYTES` (Architecture §11.1, §27.2).","Verify the behaviour described in AC-DG-04-008-01: Multipart or pre-signed PUT flow documented; max size aligns `REPO_MAX_BYTES` (Architecture §11.1, §27.2).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-04-008-01,TC-DG-04-008-01.2,"pytest marker @pytest.mark.req(""AC-DG-04-008-01"") or Xray/TestRail key == ac_id","Architecture §11.1, §27.2"
AC-DG-04-008-02,US-DG-04-008,EPIC-DG-04,ingestion-codeintel,Checksum verification (`checksum_sha256`) optional but recommended; mismatch fails fast.,Verify the behaviour described in AC-DG-04-008-02: Checksum verification (`checksum_sha256`) optional but recommended; mismatch fails fast.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption. | Feature disabled path: behaviour is explicit no-op or skip with user-visible reason.,TC-DG-04-008-02,TC-DG-04-008-02.2,"pytest marker @pytest.mark.req(""AC-DG-04-008-02"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-04-008-03,US-DG-04-008,EPIC-DG-04,ingestion-codeintel,Uploaded artefact lands under tenant-scoped object prefix before worker extract (Architecture §32.1).,Verify the behaviour described in AC-DG-04-008-03: Uploaded artefact lands under tenant-scoped object prefix before worker extract (Architecture §32.1).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-04-008-03,TC-DG-04-008-03.2,"pytest marker @pytest.mark.req(""AC-DG-04-008-03"") or Xray/TestRail key == ac_id",Architecture §32.1
AC-DG-04-009-01,US-DG-04-009,EPIC-DG-04,ingestion-codeintel,`job_config` flag requests depth=full; default remains shallow (Architecture §11.1).,Verify the behaviour described in AC-DG-04-009-01: `job_config` flag requests depth=full; default remains shallow (Architecture §11.1).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-04-009-01,TC-DG-04-009-01.2,"pytest marker @pytest.mark.req(""AC-DG-04-009-01"") or Xray/TestRail key == ac_id",Architecture §11.1
AC-DG-04-009-02,US-DG-04-009,EPIC-DG-04,ingestion-codeintel,Full clone wall time surfaced in scan metadata; timeout participates in budget (EPIC-DG-01).,Verify the behaviour described in AC-DG-04-009-02: Full clone wall time surfaced in scan metadata; timeout participates in budget (EPIC-DG-01).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-04-009-02,TC-DG-04-009-02.2,"pytest marker @pytest.mark.req(""AC-DG-04-009-02"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-04-009-03,US-DG-04-009,EPIC-DG-04,ingestion-codeintel,"If history unused by graph, feature is no-op aside from clone cost (document).","Verify the behaviour described in AC-DG-04-009-03: If history unused by graph, feature is no-op aside from clone cost (document).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-04-009-03,TC-DG-04-009-03.2,"pytest marker @pytest.mark.req(""AC-DG-04-009-03"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-04-010-01,US-DG-04-010,EPIC-DG-04,ingestion-codeintel,"After clone, `repo_commit_sha` persisted on `scans` even when request sent only `ref` (Architecture §29.1).","Verify the behaviour described in AC-DG-04-010-01: After clone, `repo_commit_sha` persisted on `scans` even when request sent only `ref` (Architecture §29.1).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption. | Feature disabled path: behaviour is explicit no-op or skip with user-visible reason.,TC-DG-04-010-01,TC-DG-04-010-01.2,"pytest marker @pytest.mark.req(""AC-DG-04-010-01"") or Xray/TestRail key == ac_id",Architecture §29.1
AC-DG-04-010-02,US-DG-04-010,EPIC-DG-04,ingestion-codeintel,Detached HEAD state recorded correctly.,Verify the behaviour described in AC-DG-04-010-02: Detached HEAD state recorded correctly.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-04-010-02,TC-DG-04-010-02.2,"pytest marker @pytest.mark.req(""AC-DG-04-010-02"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
